,Unnamed: 0.1,Price,Product,Producer,Quantity,Type of food,Supermarket,Date
1154,99,4.95,M-BudgetSalamettiX,unknown,3210.0,Fish and Meat,Migros,2023-05-24
1155,100,4.80,Landjäger smoked,Tradition,200.0,Fish and Meat,Migros,2023-05-24
1156,101,1.65,Chicken shanks seasonedÉpicées,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1157,102,1.25,M-BudgetPork chop neck,unknown,100.0,Fish and Meat,Migros,2023-05-24
1158,103,4.95,  QuornLemon Paper Escalope,Cornatur,220.0,Fish and Meat,Migros,2023-05-24
1159,104,3.30,  QuornCold Cuts PepperoniVegetarian,Cornatur,100.0,Fish and Meat,Migros,2023-05-24
1160,105,10.95,Bündnerfleisch,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1161,106,3.45,IP-SUISSECervelas,unknown,340.0,Fish and Meat,Migros,2023-05-24
1162,107,6.50,M-Classic  MSCAlaska pollack filletBreaded,unknown,220.0,Fish and Meat,Migros,2023-05-24
1163,108,4.95,Turkey-mockli,Don Pollo,100.0,Fish and Meat,Migros,2023-05-24
1164,109,2.30,Chicken LyonMidi bowl,Don Pollo,150.0,Fish and Meat,Migros,2023-05-24
1165,110,4.95,Salami,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1166,111,5.95,Planted.Pea protein chickenVegan,unknown,175.0,Fish and Meat,Migros,2023-05-24
1167,112,4.50,Beef cutletsGrazing Beef,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1168,113,7.95,Möckli beef,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1169,114,3.95,Chicken Nuggets,Don Pollo,250.0,Fish and Meat,Migros,2023-05-24
1170,115,2.30,M-BudgetChicken Lyon,unknown,200.0,Fish and Meat,Migros,2023-05-24
1171,116,4.90,  essentielHind ham cookedGekocht,Del Maître,120.0,Fish and Meat,Migros,2023-05-24
1172,117,3.20,M-ClassicCrackers,unknown,220.0,Fish and Meat,Migros,2023-05-24
1173,118,6.95,Vaudois meat paste,Rapelli,260.0,Fish and Meat,Migros,2023-05-24
1174,119,4.95,M-BudgetPoultry bratwurst,unknown,400.0,Fish and Meat,Migros,2023-05-24
1175,120,4.95,Thinly sliced meat,Spécialité Suisse,65.0,Fish and Meat,Migros,2023-05-24
1176,121,5.95,  QuornEscalopeMozzarella & Pesto,Cornatur,240.0,Fish and Meat,Migros,2023-05-24
1177,122,4.95,IP-SUISSEHamGourmet,unknown,130.0,Fish and Meat,Migros,2023-05-24
1178,123,5.95,Bratwurst,Migros Bio,280.0,Fish and Meat,Migros,2023-05-24
1179,124,3.40,M-BudgetBeef patties,unknown,100.0,Fish and Meat,Migros,2023-05-24
1180,125,5.90,IP-SUISSEBeef minced steak naturePlain,unknown,230.0,Fish and Meat,Migros,2023-05-24
1181,126,3.80,M-BudgetTurkey breastSmoked,unknown,200.0,Fish and Meat,Migros,2023-05-24
1182,127,5.50,V-LoveVegetable minced meatVegan,unknown,300.0,Fish and Meat,Migros,2023-05-24
1183,128,5.95,Planted.Pea protein KebabVegan,unknown,175.0,Fish and Meat,Migros,2023-05-24
1184,129,1.75,Cabbage sausage,Tradition,100.0,Fish and Meat,Migros,2023-05-24
1185,130,4.95,ChipolataX,Migros Bio,1760.0,Fish and Meat,Migros,2023-05-24
1186,131,4.95,Cubes of ham from behind,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1187,132,3.30,  QuornCharcuterie fine,Cornatur,100.0,Fish and Meat,Migros,2023-05-24
1188,133,1.90,IP-SUISSESaucisson Tradition,unknown,100.0,Fish and Meat,Migros,2023-05-24
1189,134,3.40,BioBaconMidi,unknown,100.0,Fish and Meat,Migros,2023-05-24
1190,135,10.90,  ASCSalmon back filletSmoked,Norway,150.0,Fish and Meat,Migros,2023-05-24
1191,136,2.95,Cold cutsDelicacy,Tradition,170.0,Fish and Meat,Migros,2023-05-24
1192,137,7.95,Raw hamEmilia Romagna,Specialità Italiana,100.0,Fish and Meat,Migros,2023-05-24
1193,138,2.40,"Turkey product, cooked and smoked",Optigal,200.0,Fish and Meat,Migros,2023-05-24
1194,139,3.40,Oven baked meat loaf,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1195,140,4.70,V-LoveVegetable BurgerVegan,unknown,240.0,Fish and Meat,Migros,2023-05-24
1196,141,3.20,IP-SUISSEWiener,unknown,200.0,Fish and Meat,Migros,2023-05-24
1197,142,5.95,Planted.Pea protein chickenVegan,unknown,175.0,Fish and Meat,Migros,2023-05-24
1198,143,2.80,GrillMiMarinated pork loin steakMariné,unknown,100.0,Fish and Meat,Migros,2023-05-24
1199,144,3.95,Escalope with vegetables and potatoes,Migros Bio,180.0,Fish and Meat,Migros,2023-05-24
1200,145,4.75,  QuornShredded meatVegetarian,Cornatur,200.0,Fish and Meat,Migros,2023-05-24
1201,146,3.70,SalamiRustico,Citterio,70.0,Fish and Meat,Migros,2023-05-24
1202,147,3.20,MortadellaGran Selezione - extra-fine,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1203,148,3.70,M-Classic  GrillMiHussar beef skewer,unknown,100.0,Fish and Meat,Migros,2023-05-24
1204,149,1.95,Chicken breastSpicy,Don Pollo,80.0,Fish and Meat,Migros,2023-05-24
1205,150,2.10,GrillMi  IP-SUISSEPork neck steak marinatedWith café de Paris Butter,unknown,100.0,Fish and Meat,Migros,2023-05-24
1206,151,2.20,M-BudgetPork fillet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1207,152,10.95,King salmon smoked,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1208,153,4.95,Smoked salmon cutsFor pasta or pizza,unknown,180.0,Fish and Meat,Migros,2023-05-24
1209,154,5.95,V-LoveSticksVegan,unknown,300.0,Fish and Meat,Migros,2023-05-24
1210,155,1.90,Chicken mince,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1211,156,6.30,Beef patties à la minuteGrazing Beef,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1212,157,5.95,  Beyond BurgerBavarian burgerVegan,Beyond Meat,226.0,Fish and Meat,Migros,2023-05-24
1213,158,6.95,Especialidad espanolaRaw hamSerrano,unknown,100.0,Fish and Meat,Migros,2023-05-24
1214,159,6.25,M-Budget  MSCPrawns in Lake,unknown,250.0,Fish and Meat,Migros,2023-05-24
1215,160,2.90,  GrillMiTurkey and pepper skewerAvec poivrons,Don Pollo,100.0,Fish and Meat,Migros,2023-05-24
1216,161,4.20,  IP-SUISSECrusted ham,Tradition,120.0,Fish and Meat,Migros,2023-05-24
1217,162,4.70,"Tofu Piccata with herbsFor frying, cooked",Migros Bio,165.0,Fish and Meat,Migros,2023-05-24
1218,163,5.95,GrillMi  BioCervelas-roasting sausage,unknown,300.0,Fish and Meat,Migros,2023-05-24
1219,164,2.–,IP-SUISSECutted pork,unknown,100.0,Fish and Meat,Migros,2023-05-24
1220,165,3.60,IP-SUISSEVeal sausageThin,unknown,120.0,Fish and Meat,Migros,2023-05-24
1221,166,2.20,IP-SUISSEBacon SmokedÀ cuire,unknown,100.0,Fish and Meat,Migros,2023-05-24
1222,167,5.50,V-LoveSpinach FalafelVegan,unknown,200.0,Fish and Meat,Migros,2023-05-24
1223,168,4.95,  Fish & Dip MSCSurimi snackCocktail sauce,Coraya,210.0,Fish and Meat,Migros,2023-05-24
1224,169,3.60,IP-SUISSEMini cervelasMini,unknown,200.0,Fish and Meat,Migros,2023-05-24
1225,170,3.70,M-BudgetPoultry Cervelas,unknown,500.0,Fish and Meat,Migros,2023-05-24
1226,171,2.–,Chicken Ailerons,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1227,172,3.95,  Le Prestige je t'aimeHamJe t'aime,Del Maître,100.0,Fish and Meat,Migros,2023-05-24
1228,173,1.95,Whole chickenEntier,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1229,174,2.50,Chicken charcuterie,Don Pollo,150.0,Fish and Meat,Migros,2023-05-24
1230,175,4.85,Original Salame di Milano,Citterio,100.0,Fish and Meat,Migros,2023-05-24
1231,176,1.75,Chicken lower leg without skin,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1232,177,4.95,V-LoveVegan cevapcici,unknown,240.0,Fish and Meat,Migros,2023-05-24
1233,178,4.95,Cordon vertVegetarian,Cornatur,260.0,Fish and Meat,Migros,2023-05-24
1234,179,7.50,  MSCPacific dab filletsMilling,Anna's Best,200.0,Fish and Meat,Migros,2023-05-24
1235,180,5.95,M-ClassicLamb Racks,unknown,100.0,Fish and Meat,Migros,2023-05-24
1236,181,8.30,Mountain dried meat,Schweizer Bergprodukt,100.0,Fish and Meat,Migros,2023-05-24
1237,182,2.90,M-Budget  CottoTurkey Ham,unknown,200.0,Fish and Meat,Migros,2023-05-24
1238,183,3.70,Chicken mini filletsThyme-Lemon,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1239,184,4.20,TofuBasilic,Migros Bio,230.0,Fish and Meat,Migros,2023-05-24
1240,185,4.95,GrillMi  IP-SUISSESausagesSpicy Chili,unknown,180.0,Fish and Meat,Migros,2023-05-24
1241,186,3.70,"M-ClassicTicino PlateProsciutto crudo, salame Milano, pancetta",unknown,100.0,Fish and Meat,Migros,2023-05-24
1242,187,3.95,White sausages,unknown,260.0,Fish and Meat,Migros,2023-05-24
1243,188,4.85,  CitterinoSalamePiccolo ma speciale,Citterio,100.0,Fish and Meat,Migros,2023-05-24
1244,189,6.20,Chicken Curry Bols,Don Pollo,300.0,Fish and Meat,Migros,2023-05-24
1245,190,7.90,  de GruyèresGarlic sausage,Spécialité Suisse,180.0,Fish and Meat,Migros,2023-05-24
1246,191,3.70,Chicken mini filletsTikka Masala,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1247,192,3.70,Morel tureen,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1248,193,3.–,"IP-SUISSEQuick Ham MiniSmoked, cooked",unknown,100.0,Fish and Meat,Migros,2023-05-24
1249,194,3.95,Duck filet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1250,195,3.95,Ticino roasting sausage,Rapelli,180.0,Fish and Meat,Migros,2023-05-24
1251,196,4.95,Crispy burgerVegan,Cornatur,180.0,Fish and Meat,Migros,2023-05-24
1252,197,2.10,Chicken schnitzelBreaded,Don Pollo,100.0,Fish and Meat,Migros,2023-05-24
1253,198,3.60,M-BudgetVegetable Meatballs,unknown,220.0,Fish and Meat,Migros,2023-05-24
1254,199,2.55,M-Classic  Gusto del SolChorizoPiquant,unknown,100.0,Fish and Meat,Migros,2023-05-24
1255,200,4.50,  QuornBratwurstVegetarian,Cornatur,180.0,Fish and Meat,Migros,2023-05-24
1256,201,4.20,TofuCurry,Migros Bio,230.0,Fish and Meat,Migros,2023-05-24
1257,202,3.60,Cattle feedsGrazing Beef,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1258,203,3.50,V-LoveVegetable triangleVegetarian,unknown,180.0,Fish and Meat,Migros,2023-05-24
1259,204,5.95,Beef tartareReady for use,Rapelli,130.0,Fish and Meat,Migros,2023-05-24
1260,205,2.45,Chicken legs,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1261,206,5.95,Knebeli,Migros Bio,88.0,Fish and Meat,Migros,2023-05-24
1262,207,3.65,GrillMiMarinated chicken skewersMarinées,unknown,100.0,Fish and Meat,Migros,2023-05-24
1263,208,15.90,Roast emperor,unknown,600.0,Fish and Meat,Migros,2023-05-24
1264,209,4.50,Silken TofuPlain,Migros Bio,250.0,Fish and Meat,Migros,2023-05-24
1265,210,5.20,Pork sausage,Migros Bio,200.0,Fish and Meat,Migros,2023-05-24
1266,211,4.45,Pork kidney Charbonnade,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1267,212,4.20,Chicken breat stripsPaprika,Anna's Best,100.0,Fish and Meat,Migros,2023-05-24
1268,213,4.50,  QuornMinced meatVegetarian,Cornatur,230.0,Fish and Meat,Migros,2023-05-24
1269,214,4.50,Quorn Hot DogSmoked & cooked,Cornatur,180.0,Fish and Meat,Migros,2023-05-24
1270,215,5.90,Smoked salmon piecesSmoked,unknown,150.0,Fish and Meat,Migros,2023-05-24
1271,216,5.95,M-BudgetTrout filletsSmoked,unknown,300.0,Fish and Meat,Migros,2023-05-24
1272,217,5.30,M-BudgetMini Crispy PolloMini,unknown,400.0,Fish and Meat,Migros,2023-05-24
1273,218,3.75,BurgerVegan,Cornatur,200.0,Fish and Meat,Migros,2023-05-24
1274,219,3.80,SalamiNatural gut,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1275,220,9.95,Raw hamSan Daniele,Fratelli Beretta,100.0,Fish and Meat,Migros,2023-05-24
1276,221,7.95,Dried meat,Tradition,100.0,Fish and Meat,Migros,2023-05-24
1277,222,13.95,Grisons meatArven,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1278,223,2.80,"IP-SUISSEHam walnutSmoked, mildly salted",unknown,100.0,Fish and Meat,Migros,2023-05-24
1279,224,1.50,M-BudgetPork sideburns lean,unknown,100.0,Fish and Meat,Migros,2023-05-24
1280,225,3.50,Cooked pulled beefCuit,Anna's Best,100.0,Fish and Meat,Migros,2023-05-24
1281,226,9.50,Lime smoked salmon,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1282,227,3.95,Salami with Ticino chilliPre-cut,Rapelli,85.0,Fish and Meat,Migros,2023-05-24
1283,228,2.75,IP-SUISSEPork Spare-RibsMarinated,unknown,100.0,Fish and Meat,Migros,2023-05-24
1284,229,3.90,  Le Prestige fuméHamSmoked,Del Maître,100.0,Fish and Meat,Migros,2023-05-24
1285,230,17.90,ASCSalmon filletLemons and Coriander - ASC,unknown,400.0,Fish and Meat,Migros,2023-05-24
1286,231,6.95,Vegetarian Viennese cutlet,Cornatur,340.0,Fish and Meat,Migros,2023-05-24
1287,232,4.20,Chicken breat stripsFajita,Anna's Best,100.0,Fish and Meat,Migros,2023-05-24
1288,233,3.50,House pâté,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1289,234,4.95,Crispy TofuWith sweet chilli sauce,Migros Bio,220.0,Fish and Meat,Migros,2023-05-24
1290,235,2.95,"IP-SUISSEMini SchüfeliSmoked, cooked",unknown,100.0,Fish and Meat,Migros,2023-05-24
1291,236,6.50,GrillMi  IP-SUISSESkewer of pork tenderloinWith raw bacon,unknown,100.0,Fish and Meat,Migros,2023-05-24
1292,237,2.–,M-BudgetPork steak grill,unknown,100.0,Fish and Meat,Migros,2023-05-24
1293,238,5.95,V-LovePeppery SteakVegan,unknown,200.0,Fish and Meat,Migros,2023-05-24
1294,239,6.–,M-ClassicLamb filet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1295,240,4.30,  DemeterTofuPlain,Noppas's,200.0,Fish and Meat,Migros,2023-05-24
1296,241,4.90,  de GruyèresMarshal's Staff,Spécialité Suisse,100.0,Fish and Meat,Migros,2023-05-24
1297,242,4.95,  IrresistibiliSalami SticksSpicy,Citterio,80.0,Fish and Meat,Migros,2023-05-24
1298,243,4.–,M-BudgetPork fillet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1299,244,4.90,Spécialité de GruyèreApero natural sausageMini,unknown,80.0,Fish and Meat,Migros,2023-05-24
1300,245,2.50,GrillMi  IP-SUISSEPork ribeye steakWith herbs,unknown,100.0,Fish and Meat,Migros,2023-05-24
1301,246,4.95,  QuornPepper Steak,Cornatur,195.0,Fish and Meat,Migros,2023-05-24
1302,247,1.40,  GrillMiMarinated chicken sticksMarinés,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1303,248,1.10,IP-SUISSEPork neck,unknown,100.0,Fish and Meat,Migros,2023-05-24
1304,249,5.90,GrillMi  IP-SUISSEBeef burger,unknown,240.0,Fish and Meat,Migros,2023-05-24
1305,250,11.40,Fillet of beef,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1306,251,5.80,Freiburg farmer sausage,Spécialité Suisse,190.0,Fish and Meat,Migros,2023-05-24
1307,252,6.95,Smoked raw ham,Citterio,90.0,Fish and Meat,Migros,2023-05-24
1308,253,3.80,Mini ViennaSeitan & tofu,Alnatura,170.0,Fish and Meat,Migros,2023-05-24
1309,254,6.50,Marinated anchovy fillets,Antipasti,150.0,Fish and Meat,Migros,2023-05-24
1310,255,8.95,Viande séchée des GrisonsCoin,Spécialité Suisse,93.0,Fish and Meat,Migros,2023-05-24
1311,256,8.90,Beef sirloin steakGrazing Beef,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1312,257,7.20,M-Classic  MSCScallopsMSC,unknown,100.0,Fish and Meat,Migros,2023-05-24
1313,258,3.45,Pork chopsX,Migros Bio,4100.0,Fish and Meat,Migros,2023-05-24
1314,259,9.95,  ASCFlame Salmon,Sélection,140.0,Fish and Meat,Migros,2023-05-24
1315,260,3.30,Lyoner Ham,Tradition,150.0,Fish and Meat,Migros,2023-05-24
1316,261,3.95,  IP-SUISSEHamGran Riserva,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1317,262,4.95,  QuornNature SchnitzelVegetarian,Cornatur,220.0,Fish and Meat,Migros,2023-05-24
1318,263,2.70,"M-ClassicRollschinkliSmoked, cooked",unknown,100.0,Fish and Meat,Migros,2023-05-24
1319,264,5.50,V-LoveNuggetsVegan,unknown,220.0,Fish and Meat,Migros,2023-05-24
1320,265,5.80,V-LoveDelicious piecesVegan,unknown,180.0,Fish and Meat,Migros,2023-05-24
1321,266,12.–,Smoked Salmon,Migros Bio,260.0,Fish and Meat,Migros,2023-05-24
1322,267,6.70,M-ClassicVeal cutlet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1323,268,4.50,Salami SpianataSpicy,Fratelli Beretta,100.0,Fish and Meat,Migros,2023-05-24
1324,269,6.95,Raw ham,Pure Nature,100.0,Fish and Meat,Migros,2023-05-24
1325,270,2.40,Chicken upper legs,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1326,271,2.40,"IP-SUISSEShoulder Ham rolledFumé, cru",unknown,100.0,Fish and Meat,Migros,2023-05-24
1327,272,2.95,M-ClassicPoitrine de poulet roulée,unknown,100.0,Fish and Meat,Migros,2023-05-24
1328,273,2.45,Bohnenfleisch geräucht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1329,274,3.20,Quick Rollschinken Tranchen IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1330,275,2.65,Schüfeli geräuchert,unknown,100.0,Fish and Meat,Migros,2023-05-24
1331,276,1.55,Wädli gesalzen und geräucht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1332,277,3.20,"Rippli geräuchert, gekocht",unknown,100.0,Fish and Meat,Migros,2023-05-24
1333,278,1.40,Rollschinken geräucht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1334,279,2.–, Tradition – CharciTradition Presskopf,unknown,100.0,Fish and Meat,Migros,2023-05-24
1335,280,4.95,IP-SUISSECold cuts mixed,unknown,150.0,Fish and Meat,Migros,2023-05-24
1336,281,9.20,M-Budget  MSC SockeyeWild salmon smoked,unknown,200.0,Fish and Meat,Migros,2023-05-24
1337,282,4.20,MSCLumpfish roe,unknown,60.0,Fish and Meat,Migros,2023-05-24
1338,283,4.95,Vegetarian Balls,Garden Gourmet,200.0,Fish and Meat,Migros,2023-05-24
1339,284,2.50,Pepper tureen,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1340,285,10.90,  de GruyèresMarshal's baton,Spécialité Suisse,250.0,Fish and Meat,Migros,2023-05-24
1341,286,6.95,Smoked country ham,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1342,287,6.45,M-BudgetSalami,unknown,450.0,Fish and Meat,Migros,2023-05-24
1343,288,11.50,  Le Bâton de BergerSaucisson secPure porc,Justin Bridou,250.0,Fish and Meat,Migros,2023-05-24
1344,289,2.45,M-ClassicChicken strips,unknown,100.0,Fish and Meat,Migros,2023-05-24
1345,290,2.50,M-BudgetPoultry meat,unknown,200.0,Fish and Meat,Migros,2023-05-24
1346,291,3.30,Mini Chämi SchüfeliSmoked and cooked,Migros Bio,100.0,Fish and Meat,Migros,2023-05-24
1347,292,5.80,Hot Smoked Salmon  ASCStrem salmonSeasoned,unknown,125.0,Fish and Meat,Migros,2023-05-24
1348,293,2.65,GrillMiMarinated pork Spare-RibsMarinés,unknown,100.0,Fish and Meat,Migros,2023-05-24
1349,294,2.25,M-ClassicFricandeaux of beef,unknown,100.0,Fish and Meat,Migros,2023-05-24
1350,295,2.90,Cooked pulled porkCuit,Anna's Best,100.0,Fish and Meat,Migros,2023-05-24
1351,296,5.90,M-ClassicBeef entrecôte,unknown,100.0,Fish and Meat,Migros,2023-05-24
1352,297,4.95,Escalope with spinachVegan,Cornatur,200.0,Fish and Meat,Migros,2023-05-24
1353,298,4.90,GrillMi  IP-SUISSEBacon Burger,unknown,200.0,Fish and Meat,Migros,2023-05-24
1354,299,5.95,V-LoveBavarian burgerVegan,unknown,220.0,Fish and Meat,Migros,2023-05-24
1355,300,4.20,MSCPickled herring,unknown,400.0,Fish and Meat,Migros,2023-05-24
1356,301,5.50,IP-SUISSEPastrami,unknown,100.0,Fish and Meat,Migros,2023-05-24
1357,302,9.90,Irish Entrecôte of beef,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1358,303,4.50,M-Classic  GrillMi ASCShrimp skewerLemonpepper - ASC,unknown,100.0,Fish and Meat,Migros,2023-05-24
1359,304,5.40,IP-SUISSEPork fillet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1360,305,3.–,M-ClassicRollschinkliSmoked,unknown,100.0,Fish and Meat,Migros,2023-05-24
1361,306,5.50,V-LoveFalafel with a chickpea baseVegan,unknown,200.0,Fish and Meat,Migros,2023-05-24
1362,307,4.50,  de GruyèresSalami sticksNature - mini,Spécialité Suisse,80.0,Fish and Meat,Migros,2023-05-24
1363,308,3.95,IP-SUISSEPierrade of meat,unknown,100.0,Fish and Meat,Migros,2023-05-24
1364,309,5.30,M-Classic  MSCSuprême de cabillaud SkreiMSC - de pêche durable,unknown,100.0,Fish and Meat,Migros,2023-05-24
1365,310,6.90,"  ASCShrimps Tail-onPeeled, cooked",Sélection,100.0,Fish and Meat,Migros,2023-05-24
1366,311,1.45,CoqueletEntier,Optigal,100.0,Fish and Meat,Migros,2023-05-24
1367,312,5.30,Dried meat,Migros Bio,50.0,Fish and Meat,Migros,2023-05-24
1368,313,3.80,Spécialité de GruyèreSalami StripsMini,unknown,50.0,Fish and Meat,Migros,2023-05-24
1369,314,5.90,M-ClassicRabbit filet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1370,315,5.60,Royal pâté,Rapelli,100.0,Fish and Meat,Migros,2023-05-24
1371,316,2.10,M-BudgetPork cordon bleu,unknown,100.0,Fish and Meat,Migros,2023-05-24
1372,317,4.70,Kale BurgerWith rapeseed,Migros Bio,180.0,Fish and Meat,Migros,2023-05-24
1373,318,4.85,Kalbs Brustschnitte IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1374,319,4.70,Lammgigot IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1375,320,5.25,Lamm-Kräutersteak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1376,321,3.50,M-ClassicM-Classic Kalbszüngli gekocht,unknown,100.0,Fish and Meat,Migros,2023-05-24
1377,322,9.–,Kalbsplätzli IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1378,323,8.25,Kalbskoteletten Dry Aged IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1379,324,3.75,Alplammschulter IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1380,325,9.45,Kalbsnierstück IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1381,326,5.40,Kalbsgeschnetzeltes IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1382,327,8.85,Kalbs-Zitronen-Steak IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1383,328,5.50,Lammkoteletten IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1384,329,1.85,Kalbsbrät IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1385,330,5.60,Kalbsgeschnetzeltes IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1386,331,4.40,Kalbsbraten IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1387,332,1.85,Kalbsbrät IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1388,333,2.80,Kalbs Spare Ribs,unknown,100.0,Fish and Meat,Migros,2023-05-24
1389,334,8.45,M-ClassicM-Classic Qualivo Kalbsplätzli paniert,unknown,100.0,Fish and Meat,Migros,2023-05-24
1390,335,8.90,Kalbssteak Terrasuisse,unknown,100.0,Fish and Meat,Migros,2023-05-24
1391,336,4.40,Alplamm Schulter IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1392,337,4.70,Alplammgigot IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1393,338,2.90,Kalbsbrust gerollt IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1394,339,7.85,Kalbs Cordon-Bleu IP-SUISSE,unknown,100.0,Fish and Meat,Migros,2023-05-24
1395,340,5.50,Party Lammfilet mit Speck,unknown,100.0,Fish and Meat,Migros,2023-05-24
1396,341,6.95,Lamb fillet,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1397,342,7.40,Lamb rack,Sélection,100.0,Fish and Meat,Migros,2023-05-24
1398,343,3.95,Salame milano,Fratelli Beretta,100.0,Fish and Meat,Migros,2023-05-24
1399,344,5.90,M-ClassicBeef hoof steak,unknown,100.0,Fish and Meat,Migros,2023-05-24
1400,345,4.20,Bratwurst vegetarianÀ base de seitan et de tofu,Alnatura,250.0,Fish and Meat,Migros,2023-05-24
1401,346,7.80,V-LoveFalafel with a chickpea baseVegan,unknown,360.0,Fish and Meat,Migros,2023-05-24
1402,347,5.50,Fondue Bourguignonne,unknown,100.0,Fish and Meat,Migros,2023-05-24
1403,348,1.05,M-ClassicChicken legsPaprika,unknown,100.0,Fish and Meat,Migros,2023-05-24
1404,349,3.90,M-ClassicRabbit legX,unknown,2100.0,Fish and Meat,Migros,2023-05-24
1405,350,5.95,Raw bacon,Pure Nature,100.0,Fish and Meat,Migros,2023-05-24
1406,351,3.50,  aha!Tofu with herbs,Migros Bio,200.0,Fish and Meat,Migros,2023-05-24
1407,352,8.80,Octopus salad,Antipasti,150.0,Fish and Meat,Migros,2023-05-24
1408,353,4.95,Shredded meatVegan,Migros Bio,200.0,Fish and Meat,Migros,2023-05-24
1409,354,10.95,M-Classic  MSCMussels cookedWith garlic,unknown,760.0,Fish and Meat,Migros,2023-05-24
1410,355,1.60,M-BudgetRolled shoulder ham,unknown,100.0,Fish and Meat,Migros,2023-05-24
1411,356,5.70,Artisanal salamiApero,Migros Bio,60.0,Fish and Meat,Migros,2023-05-24
1412,357,6.50,  SensationalFilet StripsAsian style soy-based,Garden Gourmet,160.0,Fish and Meat,Migros,2023-05-24
1413,358,2.50,M-BudgetPoultry meatloaf,unknown,200.0,Fish and Meat,Migros,2023-05-24
1414,359,7.70,M-ClassicBeef filet,unknown,100.0,Fish and Meat,Migros,2023-05-24
1415,360,7.50,Sushi Wrap Duo Pull.Chicken Peanuts,Sushi Mania,240.0,Fish and Meat,Migros,2023-05-24
1416,361,9.95,Sushi Veggie Rolls Mix,Sushi Mania,197.0,Fish and Meat,Migros,2023-05-24
1417,362,17.95,Sushi Maki Mix Family,Sushi Mania,373.0,Fish and Meat,Migros,2023-05-24
1418,363,9.95,Sushi Tuna Mediterran,Sushi Mania,189.0,Fish and Meat,Migros,2023-05-24
